tweet_id,datetime,text,user,likes,retweets,sentiment
gen_3569,2024-01-09 17:45:50,"That hack was a disaster for SEC credibility. What a mess.",user_50,3400,900,negative
gen_3570,2024-01-10 10:10:00,"OFFICIAL: The SEC has approved the first Bitcoin Spot ETFs!",user_40,15000,5600,positive
gen_3571,2024-01-10 14:55:12,"A historic day for Bitcoin. 11 ETFs approved at once.",user_68,4200,1100,positive
gen_3572,2024-01-11 08:30:45,"ETF trading starts today! Let's see how much volume we get.",user_17,3100,780,positive
gen_3573,2024-01-11 15:15:30,"Billions in volume in the first hour. This is bigger than anyone expected.",user_30,5600,1400,positive
gen_3574,2024-01-12 09:05:11,"Sell the news event is playing out. Price is dropping despite approval.",user_51,8900,2400,negative
gen_3575,2024-01-12 13:40:22,"Grayscale is dumping BTC to pay for redemptions. Expected volatility.",user_86,2300,540,negative
gen_3576,2024-01-12 18:55:01,"Long term holders aren't selling. This is just a rotation.",user_90,6700,1800,neutral
gen_3577,2024-01-13 07:12:33,"Buying the post-ETF dip. This is a gift for those who missed the run.",user_27,12000,4500,positive
gen_3578,2024-01-13 12:22:50,"The narrative is shifting to Ethereum now. ETH ETF next?",user_11,7800,2100,positive
gen_3579,2024-01-13 21:05:19,"Bitcoin is down but the fundamentals are stronger than ever.",user_72,3400,900,positive
gen_3580,2024-01-14 11:15:44,"Crypto markets never sleep. Staying alert during this correction.",user_55,2100,450,neutral
gen_3581,2024-01-14 17:30:00,"The dollar is showing strength today, putting pressure on BTC.",user_14,15000,5600,negative
gen_3582,2024-01-15 10:45:11,"Grayscale outflows are slowing down. Bottom might be in soon.",user_81,4200,1100,positive
gen_3583,2024-01-15 15:12:55,"Retail is scared, institutions are buying. The classic cycle.",user_69,8900,2400,positive
gen_3584,2024-01-15 22:50:33,"Patience is the only thing that pays in this market. HODL.",user_11,3100,780,positive
gen_3585,2024-01-16 09:20:10,"BlackRock iShares Bitcoin Trust is already a top performing ETF.",user_43,5600,1400,positive
gen_3586,2024-01-16 14:05:45,"Jim Cramer said Bitcoin is going to zero. Extremely bullish signal.",user_59,2300,540,positive
gen_3587,2024-01-17 08:30:12,"The halving is only 100 days away. The real supply shock starts then.",user_70,6700,1800,positive
gen_3588,2024-01-17 16:45:20,"Markets are boring right now. Accumulation phase in progress.",user_22,12000,4500,neutral
gen_3589,2024-01-17 21:15:00,"Fidelity is buying massive amounts for their clients. Bullish.",user_38,3400,900,positive
gen_3590,2024-01-18 10:12:33,"BTC price action is frustrating but the network growth is insane.",user_80,2100,450,positive
gen_3591,2024-01-18 14:55:10,"A lot of noise about regulation in the EU. Just FUD as usual.",user_15,8900,2400,negative
gen_3592,2024-01-18 19:30:55,"Crypto is the only way to escape the global debt trap.",user_79,6700,1800,positive
gen_3593,2024-01-19 08:15:22,"Bitcoin is the most reliable asset class of the last decade.",user_10,15000,5600,positive
gen_3594,2024-01-19 13:40:40,"Whales are moving large amounts to cold storage. Supply tightening.",user_92,4200,1100,positive
gen_3595,2024-01-19 17:10:05,"DeFi is looking undervalued compared to BTC right now.",user_41,3100,780,positive
gen_3596,2024-01-20 09:05:33,"Weekend trading volume is low. Expect some volatility tomorrow.",user_20,5600,1400,neutral
gen_3597,2024-01-20 14:55:12,"Bitcoin is more than just a ticker. It's financial freedom.",user_6,2300,540,positive
gen_3598,2024-01-20 20:30:45,"Watching the charts on a Saturday night. Pure dedication.",user_3,6700,1800,positive
gen_3599,2024-01-21 11:20:18,"Global markets opening soon. Let's see how the ETFs perform.",user_10,12000,4500,neutral
gen_3600,2024-01-21 23:12:44,"BTC price testing support at 40k. Must hold level for bulls.",user_66,3400,890,neutral
gen_3601,2024-01-22 08:15:10,"Breaking 40k to the downside. Liquidations are everywhere.",user_12,5600,1400,negative
gen_3602,2024-01-22 13:40:55,"The 'Sell the ETF' crowd is winning right now. Painful to watch.",user_15,8900,2100,negative
gen_3603,2024-01-22 21:05:22,"Everything is red. Time to step away from the screen.",user_33,11000,4500,negative
gen_3604,2024-01-23 09:12:05,"GBTC selling is the primary cause of this dump. Will it end soon?",user_11,4200,1100,negative
gen_3605,2024-01-23 15:45:18,"FTX estate just sold 1 billion worth of BTC. No wonder we dipped.",user_99,6700,1800,negative
gen_3606,2024-01-23 23:30:44,"Market is local bottoming. RSI is extremely oversold.",user_15,15000,6700,positive
gen_3607,2024-01-24 08:15:10,"Waking up to green. The bounce is starting. 40k reclaimed.",user_4,3100,890,positive
gen_3608,2024-01-24 14:20:55,"Cathie Wood says Bitcoin is replacing gold. I believe her.",user_20,12000,4500,positive
gen_3609,2024-01-24 23:50:22,"Tesla earnings tonight. Do they still hold their Bitcoin?",user_72,8900,2400,neutral
gen_3610,2024-01-25 11:10:44,"Tesla didn't sell! Bullish news for the diamond handers.",user_55,5600,1400,positive
gen_3611,2024-01-25 17:30:05,"Layer 2 solutions on Bitcoin are the next big narrative for 2024.",user_13,6700,1800,positive
gen_3612,2024-01-26 09:45:12,"Inflation data coming in lower than expected. Markets are rallying.",user_8,3100,780,positive
gen_3613,2024-01-26 14:12:44,"Bitcoin is acting like a tech stock today. High correlation.",user_66,8900,2400,neutral
gen_3614,2024-01-26 22:50:33,"Don't let the short term moves distract you from the halving.",user_11,6700,1800,positive
gen_3615,2024-01-27 09:20:10,"Bitcoin is the hardest money ever created. Scarcity is everything.",user_43,4500,1100,positive
gen_3616,2024-01-27 14:05:45,"Crypto Twitter is finally getting optimistic again. Love the energy.",user_59,12000,4500,positive
gen_3617,2024-01-28 08:30:12,"Sunday morning coffee and portfolio checking. All good.",user_70,3400,890,positive
gen_3618,2024-01-28 16:45:20,"The weekly candle is looking very strong. Bulls are in control.",user_22,15000,5600,positive
gen_3619,2024-01-28 21:15:00,"Google search interest for Bitcoin is rising. New money incoming.",user_38,4200,1100,positive
gen_3620,2024-01-29 10:12:33,"Fidelity's Bitcoin ETF is seeing massive daily inflows. Institutional fomo.",user_80,3100,780,positive
gen_3621,2024-01-29 14:55:10,"The market is absorbing the GBTC selling pressure like a sponge.",user_15,6700,1800,positive
gen_3622,2024-01-29 19:30:55,"Every dip is an opportunity to stack sats. Don't waste it.",user_79,5600,1400,positive
gen_3623,2024-01-30 08:15:22,"Bitcoin is the apex predator of assets. Traditional finance is scared.",user_10,8900,2400,positive
gen_3624,2024-01-30 13:40:40,"The SEC is looking into Ethereum now. They never stop.",user_92,2300,540,negative
gen_3625,2024-01-30 17:10:05,"Privacy in crypto is not a crime. It's a necessity.",user_41,11000,4500,positive
gen_3626,2024-01-31 09:05:33,"Fed meeting day! Buckle up for some serious volatility.",user_20,4500,1100,neutral
gen_3627,2024-01-31 14:55:12,"Powell says no rate cuts in March. Markets are dumping.",user_6,15000,5600,negative
gen_3628,2024-01-31 20:30:45,"The dip after the Fed meeting is just noise. Focus on April.",user_3,6700,1800,positive
gen_3629,2024-02-01 11:20:18,"February is usually a green month for Bitcoin. Let's see.",user_10,12000,4500,positive
gen_3630,2024-02-01 08:12:44,"Binance under pressure again. The FUD never ends.",user_66,3400,890,negative
gen_3631,2024-02-02 13:45:10,"Bitcoin miners are preparing for the halving. Efficiency is key.",user_19,8900,2400,positive
gen_3632,2024-02-02 09:30:05,"The correlation between BTC and gold is hitting new highs.",user_84,2100,450,positive
gen_3633,2024-02-03 15:22:18,"Global liquidity is starting to rise. Good for risk assets like BTC.",user_30,5600,1400,positive
gen_3634,2024-02-03 21:12:44,"HODLing is a superpower in a world of short-term traders.",user_72,12000,4500,positive
gen_3635,2024-02-04 10:05:59,"Bitcoin is digital property. You cannot ban it, only tax it.",user_99,4200,1100,positive
gen_3636,2024-02-04 16:00:01,"Check your security. Enable 2FA on everything. Protect your crypto.",user_11,3100,780,neutral
gen_3637,2024-02-04 23:33:12,"Waking up to Bitcoin at 43k. Momentum is building.",user_55,15000,6700,positive
gen_3638,2024-02-05 07:45:30,"Institutional interest in Bitcoin is at an all-time high.",user_48,8900,2400,positive
gen_3639,2024-02-05 14:20:10,"The market is pricing in the halving supply shock early.",user_20,6700,1800,positive
gen_3640,2024-02-06 11:10:45,"MicroStrategy keeps buying. Michael Saylor is a legend.",user_61,2300,540,positive
gen_3641,2024-02-06 19:55:23,"Bitcoin is the insurance policy against central bank failure.",user_10,11000,4500,positive
gen_3642,2024-02-07 08:05:12,"44k broken! The path to 50k is wide open now.",user_41,4500,1100,positive
gen_3643,2024-02-07 22:40:00,"The short squeeze is on. Bears are getting liquidated.",user_77,15000,5600,positive
gen_3644,2024-02-08 10:15:33,"Stablecoin supply is exploding. New capital entering the system.",user_34,6700,1800,positive
gen_3645,2024-02-08 23:58:19,"Bitcoin is currently the most exciting trade in the world.",user_60,12000,4500,positive
gen_3646,2024-02-09 12:12:44,"Breaking 47k. We are moving faster than I expected.",user_92,3400,890,positive
gen_3647,2024-02-09 20:05:01,"Super Bowl crypto ads might be back? Huge retail exposure potential.",user_20,8900,2400,positive
gen_3648,2024-02-10 09:30:15,"48k! Bitcoin is unstoppable. Halving hype is in full effect.",user_12,5600,1400,positive
gen_3649,2024-02-10 17:45:50,"The dominance of Bitcoin is rising. Alts are lagging behind.",user_50,2100,450,positive
gen_3650,2024-02-11 10:10:00,"Bitcoin at 48.5k on a Sunday. Usually a sign of a massive week.",user_40,15000,6700,positive
gen_3651,2024-02-11 08:15:22,"Retail fomo hasn't even started yet. This is just institutions.",user_44,12000,3400,positive
gen_3652,2024-02-12 10:45:10,"50,000 DOLLARS. WE DID IT. BITCOIN AT 50K!",user_19,5600,1200,positive
gen_3653,2024-02-12 11:30:05,"Watching the 50k level hold. History in the making.",user_88,1200,340,positive
gen_3654,2024-02-12 14:22:18,"The market cap of Bitcoin is back over 1 Trillion. Insane.",user_21,8900,2100,positive
gen_3655,2024-02-13 15:12:44,"CPI data higher than expected. Small dip in the rally. Buying opportunity.",user_77,3400,980,neutral
gen_3656,2024-02-13 09:05:59,"Inflation is sticky, but Bitcoin is a hedge. Don't sell the dip.",user_33,11000,4500,positive
gen_3657,2024-02-14 12:00:01,"Happy Valentine's Day. I love my Bitcoin more than ever.",user_99,2300,560,positive
gen_3658,2024-02-14 21:33:12,"Bitcoin back at 52k. The CPI dip lasted exactly 6 hours.",user_15,15000,6700,positive
gen_3659,2024-02-15 07:45:30,"The supply on exchanges is at a multi-year low. Bullish.",user_44,4200,1100,positive
gen_3660,2024-02-15 15:20:10,"BlackRock buying 10,000 BTC a day. They are the biggest whale now.",user_22,3100,890,positive
gen_3661,2024-02-16 10:10:45,"Coinbase app ranking is climbing. Retail is finally waking up.",user_67,1900,430,positive
gen_3662,2024-02-16 18:55:23,"Bitcoin is the world's most desired asset. Scarcity by design.",user_10,25000,9800,positive
gen_3663,2024-02-17 09:05:12,"The market feels greedy. Be careful with high leverage here.",user_55,4500,1200,neutral
gen_3664,2024-02-17 22:40:00,"Healthy consolidation above 50k. Building a new floor.",user_81,7800,2300,positive
gen_3665,2024-02-18 11:15:33,"Global debt is the best marketing for Bitcoin. 34 Trillion reasons.",user_39,2100,650,positive
gen_3666,2024-02-18 23:58:19,"Another week in the green. Bitcoin is in a clear bull market.",user_61,5600,1400,positive
gen_3667,2024-02-19 13:12:44,"European banks are starting to offer BTC to their clients. Adoption!",user_94,3400,900,positive
gen_3668,2024-02-19 20:05:01,"The halving countdown is under 60 days. Buckle up.",user_20,6700,1800,positive
gen_3669,2024-02-20 08:30:15,"Institutional FOMO is just getting started. 100k is the target.",user_11,8900,3100,positive
gen_3670,2024-02-20 16:45:50,"Every time you doubt Bitcoin, it proves you wrong. Legend.",user_50,2300,540,positive
gen_3671,2024-02-21 09:10:00,"Spot ETF volume is breaking records every single day now.",user_44,12000,4300,positive
gen_3672,2024-02-21 11:55:12,"Fidelity added Bitcoin to their conservative portfolios. Mass adoption.",user_60,4500,1100,positive
gen_3673,2024-02-21 14:30:45,"Bitcoin price is flat today. Good time to rebalance the portfolio.",user_19,3200,780,neutral
gen_3674,2024-02-21 19:15:30,"The ETF flow is bigger than the miner sell pressure. Only one way up.",user_30,6700,2100,positive
gen_3675,2024-02-22 08:05:11,"NVIDIA earnings were insane. AI and Crypto are leading the tech rally.",user_5,8900,2900,positive
gen_3676,2024-02-22 12:40:22,"Bitcoin is the most reliable store of value in the digital age.",user_82,1500,320,positive
gen_3677,2024-02-22 15:55:01,"Regulators in the UK are looking into stablecoin rules. Clarity incoming.",user_90,2400,610,neutral
gen_3678,2024-02-23 07:12:33,"Waking up to 51k. Consistent strength is better than a vertical moon.",user_22,13000,5200,positive
gen_3679,2024-02-23 13:22:50,"Grayscale outflows are finally under 100M. The tide has turned.",user_11,7600,2200,positive
gen_3680,2024-02-23 21:05:19,"Math is the only thing I trust. 21 Million is all there will ever be.",user_7,3400,900,positive
gen_3681,2024-02-24 10:15:44,"Saturday morning accumulation. Stacking sats every single day.",user_55,5600,1500,positive
gen_3682,2024-02-24 18:30:00,"The 52k resistance is tough. Needs more volume to break it.",user_13,9800,3100,neutral
gen_3683,2024-02-25 09:45:11,"Bitcoin at 51.5k. Consolidation before the big push to 60k.",user_8,4200,1100,positive
gen_3684,2024-02-25 14:12:55,"The bear market taught us to be patient. Now we enjoy the fruits.",user_66,3100,780,positive
gen_3685,2024-02-25 23:50:33,"Hash rate hitting 600 EH/s. The most secure network on the planet.",user_11,1200,290,positive
gen_3686,2024-02-26 11:20:10,"MicroStrategy buys another 3,000 BTC. Michael Saylor never stops.",user_4,5400,1300,positive
gen_3687,2024-02-26 16:05:45,"Bitcoin at 54,000! We just skipped 53k completely.",user_56,6700,2100,positive
gen_3688,2024-02-27 08:30:12,"Waking up to 57,000! This is getting vertical. Pure euphoria.",user_70,2100,450,positive
gen_3689,2024-02-27 15:45:20,"57k broken. The bears are in total disbelief right now.",user_2,8900,2400,positive
gen_3690,2024-02-27 22:15:00,"10% move in a single day for an asset this big. Incredible.",user_33,4300,1100,positive
gen_3691,2024-02-28 09:12:33,"Bitcoin is within 15% of the All-Time High. It's happening.",user_89,1500,320,positive
gen_3692,2024-02-28 13:55:10,"60,000 DOLLARS! BITCOIN IS BACK IN THE 60K CLUB!",user_15,7800,2200,positive
gen_3693,2024-02-28 18:30:55,"Coinbase is crashing because of the traffic. Classic bull market sign.",user_74,3200,890,neutral
gen_3694,2024-02-29 07:15:22,"Bitcoin at 62k. February 2024 will go down as a legendary month.",user_1,15000,5600,positive
gen_3695,2024-02-29 12:40:40,"The monthly candle for Feb is the largest in Bitcoin history. Insane.",user_99,4100,950,positive
gen_3696,2024-02-29 16:10:05,"Everything is pumping. The supercycle is real and it's spectacular.",user_41,2300,540,positive
gen_3697,2024-03-01 09:05:33,"Welcome to March. The month we break the All-Time High?",user_20,9800,3200,positive
gen_3698,2024-03-01 14:55:12,"Institutional demand is now 10x the daily supply of new coins.",user_6,3400,890,positive
gen_3699,2024-03-01 20:30:45,"If you aren't HODLing now, you'll never make it. Final boss mode.",user_3,6700,2100,positive
gen_3700,2024-03-02 11:20:18,"Bitcoin is the future of money. Don't let anyone tell you otherwise.",user_10,12000,4500,positive
gen_3701,2024-03-02 08:12:44,"Retail is starting to fomo in. Volume is off the charts.",user_66,3400,890,positive
gen_3702,2024-03-03 13:45:10,"Bitcoin is a vote for a better future. Join the revolution.",user_19,6700,1800,positive
gen_3703,2024-03-03 09:30:05,"Central bank digital currencies are the opposite of freedom.",user_84,2100,450,negative
gen_3704,2024-03-04 15:22:18,"Courts are the only place where crypto gets a fair hearing.",user_30,8900,2400,positive
gen_3705,2024-03-04 21:12:44,"Every state in the world will eventually have a Bitcoin strategy.",user_72,6700,1800,positive
gen_3706,2024-03-05 10:05:59,"Savings should be protected by math, not by government decree.",user_99,15000,5600,positive
gen_3707,2024-03-05 16:00:01,"Clarity is the final hurdle before the institutional floodgates open.",user_11,3100,780,neutral
gen_3708,2024-03-05 23:33:12,"Bitcoin is a vote for an honest future. Join the revolution.",user_55,5600,1400,positive
gen_3709,2024-03-06 07:45:30,"2025 is the year of institutional political adoption of BTC.",user_48,12000,4500,positive
gen_3710,2024-03-06 14:20:10,"Fed policy will always be the tail that wags the market dog.",user_20,2300,540,neutral
gen_3711,2024-03-07 11:10:45,"Seeing nations compete for miners is the new digital arms race.",user_61,3400,890,positive
gen_3712,2024-03-07 19:55:23,"Government can slow us down but they cannot stop the protocol.",user_10,6700,1800,positive
gen_3713,2024-03-08 08:05:12,"Bitcoin is the divorce papers between you and the central bank.",user_41,12000,4500,positive
gen_3714,2024-03-08 22:40:00,"Tax laws for crypto are a mess. We need simpler rules for all.",user_77,4500,1100,negative
gen_3715,2024-03-09 10:15:33,"Global south leading the way while the west argues about definitions.",user_34,3100,780,positive
gen_3716,2024-03-09 23:58:19,"Bullish on politics being forced to adapt to the reality of crypto.",user_60,5600,1400,positive
gen_3717,2024-03-10 12:12:44,"Own your keys or stay a slave to the banking system. Choose.",user_92,2100,450,negative
gen_3718,2024-03-10 20:05:01,"Blockchain transparency makes government waste impossible to hide.",user_20,8900,2400,positive
gen_3719,2024-03-11 09:30:15,"Bitcoin is the only neutral ground in the current global conflict.",user_12,6700,1800,positive
gen_3720,2024-03-11 17:45:50,"Smart contracts will eventually replace most of the tax code.",user_50,3400,900,positive
gen_3721,2024-03-12 10:10:00,"The end of state-controlled money is the beginning of true liberty.",user_40,15000,5600,positive
gen_3722,2024-03-12 14:55:12,"Fair regulation is all we ask for. The technology does the rest.",user_68,4200,1100,neutral
gen_3723,2024-03-13 08:30:45,"Attacking Bitcoin only makes the case for its existence stronger.",user_17,3100,780,positive
gen_3724,2024-03-13 15:15:30,"A world with Bitcoin has fewer incentives for global warfare.",user_30,5600,1400,positive
gen_3725,2024-03-14 09:05:11,"Bitcoin is truth in a world of political hallucinations. Buy it.",user_51,8900,2400,positive
gen_3726,2024-03-14 13:40:22,"Humanitarian aid via crypto is saving lives in war zones right now.",user_86,2300,540,positive
gen_3727,2024-03-14 18:55:01,"Ethereum is the foundation for a new digital democracy. Build on.",user_90,6700,1800,positive
gen_3728,2024-03-15 07:12:33,"Mining with waste methane is the biggest environmental win ever.",user_27,12000,4500,positive
gen_3729,2024-03-15 12:22:50,"The fight for the internet is the fight for the blockchain.",user_11,7800,2100,positive
gen_3730,2024-03-15 21:05:19,"When they say they protect you, they mean they want your data.",user_72,3400,900,negative
gen_3731,2024-03-16 11:15:44,"Decentralized science will change how we fund our future. Huge.",user_55,2100,450,positive
gen_3732,2024-03-16 17:30:00,"Government asset freezes are the best advertisement for self-custody.",user_14,15000,5600,positive
gen_3733,2024-03-17 10:45:11,"Bitcoin is the first asset that belongs to humanity, not a state.",user_81,4200,1100,positive
gen_3734,2024-03-17 15:12:55,"Politics is just a lagging indicator for the tech revolution.",user_69,8900,2400,positive
gen_3735,2024-03-17 22:50:33,"Stablecoins are the most successful financial product of the decade.",user_11,3100,780,positive
gen_3736,2024-03-18 09:20:10,"Next election will be won or lost on the crypto platform. Watch.",user_43,5600,1400,positive
gen_3737,2024-03-18 14:05:45,"Ratioing anti-crypto politicians is a necessary community service.",user_59,2300,540,positive
gen_3738,2024-03-19 08:30:12,"Bitcoin is a peaceful exit from the circus of modern politics.",user_70,6700,1800,positive
gen_3739,2024-03-19 16:45:20,"Saving in a non-inflationary currency is a fundamental right.",user_22,12000,4500,positive
gen_3740,2024-03-19 21:15:00,"Vigilance is required as the old system tries to fight back.",user_38,3400,900,neutral
gen_3741,2024-03-20 10:12:33,"Blockchain is the perfect tool for auditing government spending.",user_80,2100,450,positive
gen_3742,2024-03-20 14:55:10,"Market strength against FUD is the sign of a maturing ecosystem.",user_15,8900,2400,positive
gen_3743,2024-03-20 19:30:55,"Crypto is the digital frontier of human liberty. Join the fight.",user_79,6700,1800,positive
gen_3744,2024-03-21 08:15:22,"Individual independence is only possible with financial sovereignty.",user_10,15000,5600,positive
gen_3745,2024-03-21 13:40:40,"Efficiency of the blockchain will end the age of the middleman.",user_92,4200,1100,positive
gen_3746,2024-03-21 17:10:05,"Web3 is how we take the power back from the tech monopolies.",user_41,3100,780,positive
gen_3747,2024-03-22 09:05:33,"Bitcoin is a global asset for a borderless generation. HODL.",user_20,5600,1400,positive
gen_3748,2024-03-22 14:55:12,"Embrace crypto or get left behind in the industrial dustbin.",user_6,2300,540,neutral
gen_3749,2024-03-22 20:30:45,"Pro-tech candidates are the only ones who deserve our support.",user_3,6700,1800,neutral
gen_3750,2024-03-23 11:20:18,"We are living through the birth of a new financial species.",user_10,12000,4500,positive
gen_3751,2024-03-23 08:12:44,"SEC overreach is an attack on the fundamental right to innovate.",user_66,4500,1100,negative
gen_3752,2024-03-24 13:45:10,"Senator takes on crypto are usually thirty years out of date.",user_19,3400,890,negative
gen_3753,2024-03-24 09:30:05,"Resilient communities are the backbone of the Bitcoin movement.",user_84,2100,450,positive
gen_3754,2024-03-25 15:22:18,"Governments hate your privacy because they cannot control it.",user_30,8900,2400,negative
gen_3755,2024-03-25 21:12:44,"Moving towards a world where trust is built into the protocol.",user_72,6700,1800,positive
gen_3756,2024-03-26 10:05:59,"Political corruption is the best reason to use decentralized tech.",user_99,15000,5600,positive
gen_3757,2024-03-26 16:00:01,"Executive orders cannot stop a distributed ledger. Good luck.",user_11,3100,780,positive
gen_3758,2024-03-26 23:33:12,"New laws against crypto will only speed up the adoption of DeFi.",user_55,5600,1400,positive
gen_3759,2024-03-27 07:45:30,"Satoshi gave us a way out of the central banking trap. Use it.",user_48,12000,4500,positive
gen_3760,2024-03-27 14:20:10,"The Fed is stuck between a rock and a hard place. Bitcoin wins.",user_20,2300,540,positive
gen_3761,2024-03-28 11:10:45,"A positive mention of staking in congress? The winds are turning.",user_61,3400,890,positive
gen_3762,2024-03-28 19:55:23,"Decentralization is the only hedge against total political insanity.",user_10,6700,1800,positive
gen_3763,2024-03-29 08:05:12,"Privacy is a prerequisite for liberty. Support privacy protocols.",user_41,2100,450,positive
gen_3764,2024-03-29 22:40:00,"The Digital Yuan is just another tool for state surveillance.",user_77,8900,2400,negative
gen_3765,2024-03-30 10:15:33,"Web3 is how we rebuild the social contract for the modern age.",user_34,6700,1800,positive
gen_3766,2024-03-30 23:58:19,"The political noise will fade but the blockchain will remain.",user_60,15000,5600,positive
gen_3767,2024-03-31 12:12:44,"Clarity in regulation is the spark for the next massive rally.",user_92,3100,780,neutral
gen_3768,2024-03-31 20:05:01,"No politician can delete the history of the blockchain. Truth.",user_20,5600,1400,positive
gen_3769,2024-04-01 09:30:15,"Bitcoin is the ultimate exit from the cycle of state inflation.",user_12,12000,4500,positive
gen_3770,2024-04-01 17:45:50,"People are finally seeing fiat money for what it really is.",user_50,2300,540,positive
gen_3771,2024-04-02 10:10:00,"The most important innovation in finance is happening right now.",user_40,3400,890,positive
gen_3772,2024-04-02 14:55:12,"Competition between nations for crypto friendly rules is great.",user_68,6700,1800,positive
gen_3773,2024-04-03 08:30:45,"Corrupt officials hate the ledger because it never forgets.",user_17,2100,450,positive
gen_3774,2024-04-03 15:15:30,"Owning your keys is an act of digital independence. Do it.",user_30,8900,2400,positive
gen_3775,2024-04-04 09:05:11,"Bitcoin is the only wealth that actually belongs to you. Fact.",user_51,6700,1800,positive
gen_3776,2024-04-04 13:40:22,"The global south is the true engine of crypto adoption today.",user_86,15000,5600,positive
gen_3777,2024-04-04 18:55:01,"Knowledge about crypto is the best weapon against bad politics.",user_90,3100,780,positive
gen_3778,2024-04-05 07:12:33,"Bitcoin is a hedge against the failures of centralized power.",user_27,5600,1400,positive
gen_3779,2024-04-05 12:22:50,"Lightning network is changing the political landscape for small states.",user_11,12000,4500,positive
gen_3780,2024-04-05 21:05:19,"Don't lose focus. The future is decentralized and inevitable.",user_72,2300,540,positive
gen_3781,2024-04-06 11:15:44,"DeSci is going to disrupt the state control of scientific progress.",user_55,2100,450,positive
gen_3782,2024-04-06 17:30:00,"Privacy is not about hiding; it is about protecting your life.",user_14,15000,5600,positive
gen_3783,2024-04-07 10:45:11,"Bitcoin is the first truly global and impartial currency. HODL.",user_81,4200,1100,positive
gen_3784,2024-04-07 15:12:55,"Delayed by politics, but finalized by technology. Stay patient.",user_69,8900,2400,positive
gen_3785,2024-04-07 22:50:33,"Global USD access via stablecoins is a massive win for everyone.",user_11,3100,780,positive
gen_3786,2024-04-08 09:20:10,"Crypto voters are the most informed demographic in modern politics.",user_43,5600,1400,positive
gen_3787,2024-04-08 14:05:45,"Bad takes from politicians are just fuel for the crypto fire.",user_59,2300,540,positive
gen_3788,2024-04-09 08:30:12,"Bitcoin is a protest against the death of the middle class.",user_70,6700,1800,positive
gen_3789,2024-04-09 16:45:20,"Freedom to save without inflation is a basic necessity. HODL.",user_22,12000,4500,positive
gen_3790,2024-04-09 21:15:00,"Old system is fighting because they know they have already lost.",user_38,3400,900,positive
gen_3791,2024-04-10 10:12:33,"Auditing the government on a public blockchain is the ultimate goal.",user_80,2100,450,positive
gen_3792,2024-04-10 14:55:10,"Every new crypto friendly law is a win for the entire world.",user_15,8900,2400,positive
gen_3793,2024-04-10 19:30:55,"Crypto is the last frontier of true individual freedom in 2025.",user_79,6700,1800,positive
gen_3794,2024-04-11 08:15:22,"Financial liberty is the bedrock of a successful and free society.",user_10,15000,5600,positive
gen_3795,2024-04-11 13:40:40,"Automation of trust via blockchain is a massive upgrade for earth.",user_92,4200,1100,positive
gen_3796,2024-04-11 17:10:05,"Reclaiming the digital world from political interference is key.",user_41,3100,780,positive
gen_3797,2024-04-12 09:05:33,"Bitcoin is the first neutral money for a globally connected world.",user_20,5600,1400,positive
gen_3798,2024-04-12 14:55:12,"Governments must adapt or die in the new digital financial era.",user_6,2300,540,neutral
